id,slug,category,tool_type,quality_9,has_compare_price,has_source_url,signals,bucket,confidence,reason
prettier,prettier,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
prisma,prisma,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
processing,processing,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
prometheus,prometheus,analytics,satellite,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
pytest,pytest,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
python,python,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
qdrant,qdrant,ai-general,ia,6,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
rank-math,rank-math,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
react-native,react-native,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
recharge,recharge,nocode-web,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
redirect-path,redirect-path,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
redis,redis,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
resend,resend,email-productivity,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
rest-client,rest-client,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
revenuecat,revenuecat,finance,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
riverpod,riverpod,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
saleor,saleor,nocode-web,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
sanity,sanity,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
screaming-frog,screaming-frog,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
segment,segment,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
semgrep,semgrep,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
seo-meta-in-1-click,seo-meta-in-1-click,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
shipstation,shipstation,nocode-web,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
shopify-cli,shopify-cli,nocode-web,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
shopify-payments,shopify-payments,finance,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
snowflake,snowflake,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
snyk,snyk,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
sqlalchemy,sqlalchemy,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
stark,stark,design-tools,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
steamworks,steamworks,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
strapi,strapi,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
terraform,terraform,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
three-js,three-js,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
thunder-client,thunder-client,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
timber,timber,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
tremor,tremor,ui-components,satellite,6,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
typescript,typescript,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
uptimerobot,uptimerobot,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
uv,uv,nocode-web,metier,6,false,false,"url:github/npm|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
vercel-ai-sdk,vercel-ai-sdk,ai-general,ia,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
vercel-analytics,vercel-analytics,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
vitest,vitest,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
voiceover,voiceover,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
vs-code,vs-code,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
webpagetest,webpagetest,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
webxr,webxr,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
wordfence,wordfence,security,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
wp-rocket,wp-rocket,analytics,satellite,6,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
wwise,wwise,creation,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
radix-ui,radix-ui,ui-components,metier,6,false,false,"cat:ui-components|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
django,django,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
flask,flask,nocode-web,metier,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
pandas,pandas,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
sql,sql,analytics,satellite,6,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
vectorworks,vectorworks,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
keynote,keynote,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
shotdeck,shotdeck,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
figjam,figjam,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
dovetail,dovetail,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
lookback,lookback,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
relume,relume,nocode-web,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
gsap,gsap,nocode-web,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
memberstack,memberstack,nocode-web,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
whalesync,whalesync,automation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
cavalry,cavalry,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
adobe-audition,adobe-audition,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
open-cut-list,open-cut-list,design-tools,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
astute-graphics,astute-graphics,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
specify,specify,design-tools,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
topaz-video,topaz-video,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
google-search-console,google-search-console,analytics,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
languagetool,languagetool,productivity-tracking,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
antidote,antidote,productivity-tracking,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
esko-studio,esko-studio,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
pacdora,pacdora,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
adobe-substance-3d,adobe-substance-3d,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
plasticity,plasticity,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
pure-ref,pure-ref,design-tools,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
unity,unity,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
perforce,perforce,productivity-tracking,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
artstation,artstation,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
fusion-360,fusion-360,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
solidworks,solidworks,design-tools,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
grabcad,grabcad,design-tools,satellite,5,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
clo-3d,clo-3d,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
browzwear,browzwear,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
techpacker,techpacker,project-management,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
surferseo,surferseo,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
frase,frase,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
ga4,ga4,analytics,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
harvest,harvest,productivity-tracking,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
bynder,bynder,storage,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
powerpoint,powerpoint,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
beautiful-ai,beautiful-ai,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
tableau,tableau,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
power-bi,power-bi,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
flourish,flourish,analytics,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
datawrapper,datawrapper,analytics,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
excel,excel,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
qgis,qgis,analytics,satellite,5,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
mapbox,mapbox,analytics,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
arcgis,arcgis,analytics,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
google-earth-studio,google-earth-studio,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
touchdesigner,touchdesigner,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
notch,notch,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
madmapper,madmapper,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
resolume,resolume,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
ableton-live,ableton-live,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
logic-pro,logic-pro,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
pro-tools,pro-tools,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
spotify-for-podcasters,spotify-for-podcasters,creation,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
ausha,ausha,creation,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
moodle,moodle,formation-education,satellite,5,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
articulate,articulate,formation-education,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
genially,genially,formation-education,satellite,5,false,false,"",rechercher,medium,"Partiel, pricing/source à compléter"
slido,slido,communication,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
eventbrite,eventbrite,communication,satellite,5,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
presets-lightroom,presets-lightroom,creation,specialise,4,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
lightroom-presets,lightroom-presets,creation,specialise,4,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
mockup-plugins,mockup-plugins,creation,specialise,4,false,false,"price:0/none",rechercher,medium,"Partiel + gratuit à qualifier (plan vs essai)"
adobe-fresco,adobe-fresco,illustration,metier,3,false,false,"price:0/none",rechercher,low,"Couverture faible, recollecte requise"
quarkxpress,quarkxpress,publishing,metier,3,false,false,"price:0/none",rechercher,low,"Couverture faible, recollecte requise"
topaz-photo-ai,topaz-photo-ai,photo,ia,3,false,false,"price:0/none",rechercher,low,"Couverture faible, recollecte requise"
fusion,fusion,video,metier,3,false,false,"price:0/none",rechercher,low,"Couverture faible, recollecte requise"
cycles,cycles,3d,satellite,3,false,false,"price:0/none",rechercher,low,"Couverture faible, recollecte requise"
reaper,reaper,audio,metier,3,false,false,"price:0/none",rechercher,low,"Couverture faible, recollecte requise"
adobe-stock,adobe-stock,assets,satellite,3,false,false,"txt:library|price:0/none",rechercher,low,"Signal librairie unique — confirmer scope (OSS vs SaaS)"
